ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2011,Act-On Software,Act-On Software,United States,Middle East,Software & IT serv...,Unspecified,New Funding/Reso...,-,-
2,Jun 2011,Hilton Hotels (Hilt...,Hilton Hotels (Hilt...,United States,Middle East,Hotels & tourism,Unspecified,New Personnel,-,-
3,Jun 2011,Cementos Molins,Cementos Molins,Spain,Latin America & C...,Building materials,"Sales, Marketing ...",Considering Projec...,-,-
4,May 2011,Bank of Baroda,Bank of Baroda,India,Middle East,Financial services,Business Services,New Investment Stra...,-,-
5,May 2011,Motorola Solution...,Motorola Solution...,United States,Africa,Communications,Unspecified,New Investment Stra...,-,-
6,May 2011,Aramex Internati...,Aramex Internati...,UAE,Africa,Transportation & ...,n/a,New Investment Stra...,-,-
7,May 2011,Petroceltic,Petroceltic,Ireland,Egypt,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
8,May 2011,Exclusively.in,Exclusively.in,India,Singapore,Textiles,Unspecified,New Funding/Resour...,-,-
9,May 2011,Daptiv,Daptiv,United States,South Africa,Software & IT serv...,Unspecified,New Investment Stra...,-,-
10,May 2011,Hanwha,Hanwha Engineer...,South Korea,Middle East,n/a,Construction,New Overseas Suppli...,-,-
11,May 2011,Gazprom,Gazprom,Russia,Pakistan,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
12,May 2011,Kruse Group,Kruse Group,Germany,South Africa,Renewable energy,Manufacturing,Considering Project (...,-,-
13,May 2011,Corporation Bank,Corporation Bank,India,Africa,Financial services,Unspecified,New Investment Stra...,-,-
14,May 2011,Aviation Services ...,Aviation Services ...,UAE,Asia-Pacific,Aerospace,Unspecified,New Investment Stra...,-,-
15,May 2011,Wananchi Group ...,Wananchi Group ...,Kenya,Africa,Communications,Unspecified,New Funding/Resour...,-,-
