ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2013,United India Insu...,United India Insu...,India,Asia-Pacific,Financial services,Unspecified,New Investment Stra...,-,-
2,Jan 2013,New India Assura...,New India Assura...,India,Asia-Pacific,Financial services,Unspecified,New Investment Stra...,-,-
3,Jan 2013,Grupa Azoty Spól...,Azoty Tarnów (Az...,Poland,Kenya,Chemicals,Manufacturing,Considering Project (...,-,-
4,Jan 2013,Manganese Ore I...,Manganese Ore I...,India,Australia,Metals,Unspecified,New Investment Stra...,-,$218.00m
5,Jan 2013,iROKO Partners,iROKO Partners,Nigeria,Africa,Software & IT serv...,Unspecified,New Investment Stra...,-,-
6,Jan 2013,Starwood Hotels ...,Starwood Hotels ...,United States,Africa,Hotels & tourism,Construction,Considering Projec...,-,-
7,Jan 2013,iCreate Software,iCreate Software,India,Asia-Pacific,Software & IT serv...,Unspecified,New Funding/Resour...,-,-
8,Jan 2013,Suzuki Motor,Suzuki Maruti India,Japan,Africa,Automotive OEM,Manufacturing,Considering Project (...,-,-
9,Jan 2013,Polpharma,Polpharma,Poland,Asia-Pacific,Pharmaceuticals,Unspecified,New Investment Stra...,-,-
10,Jan 2013,Romar Internatio...,Romar Internatio...,United Kingdom,Asia-Pacific,Industrial equipme...,Unspecified,New Personnel,-,-
11,Jan 2013,Overseas Private ...,Overseas Private ...,United States,Africa,Financial services,Business Services,Considering Project (...,-,$150.00m
12,Dec 2012,Uno de 50,Uno de 50,Spain,Russia,Consumer products,Unspecified,New Investment Stra...,-,-
13,Dec 2012,Hyrax Oil,Hyrax Oil,Malaysia,South Africa,"Coal, oil & gas",Manufacturing,Considering Project (...,-,-
14,Dec 2012,RPG Enterprises,KEC International,India,Uganda,Industrial equipme...,Unspecified,New Overseas Suppli...,-,-
15,Dec 2012,CRDB Bank,CRDB Bank,Tanzania,Democratic Repu...,Financial services,Business Services,Considering Project (...,-,-
