ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2022,Zywa,Zywa,UAE,Saudi Arabia,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
2,Aug 2022,Rentoza,Rentoza,South Africa,Africa,Consumer electronics,n/a,New Funding/Resour...,-,-
3,Aug 2022,Upgrad,Upgrad,India,United States,Business services,n/a,New Funding/Reso...,$210.00m,-
4,Aug 2022,Econet Global,Africa Data Centr...,Mauritius,South Africa,Communications,ICT & Internet Infra...,New Funding/Resour...,$300.00m,-
5,Aug 2022,Cyberjobs,Cyberjobs,France,Netherlands,Business services,n/a,New Investment Stra...,-,-
6,Aug 2022,Tridge,Tridge,South Korea,United States,Software & IT services,n/a,New Funding/Resour...,$37.20m,-
7,Aug 2022,Exclusive Networ...,Exclusive Networ...,France,Africa,Software & IT services,"Sales, Marketing & ...",New Investment Stra...,-,-
8,Aug 2022,Omnibiz,Omnibiz,Nigeria,Ghana,Software & IT services,n/a,New Funding/Resour...,$15.00m,-
9,Aug 2022,iProcure,iProcure,Kenya,Uganda,Software & IT services,n/a,New Funding/Resour...,$10.20m,-
10,Aug 2022,Toyota Motor,Toyota Tsusho,Japan,Egypt,Chemicals,Manufacturing,Considering Project (...,-,-
11,Aug 2022,Finbots.AI,Finbots.AI,Singapore,Asia-Pacific,Software & IT services,n/a,New Investment Stra...,-,-
12,Aug 2022,Lori Systems,Lori Systems,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
13,Aug 2022,OneOrder,OneOrder,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$6.53m,-
14,Aug 2022,Flutterwave,Flutterwave,United States,United States,Software & IT services,n/a,New Investment Stra...,-,-
15,Aug 2022,Moniepoint (Tea...,Moniepoint (Tea...,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
