ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2022,Moniepoint (Tea...,Moniepoint (Tea...,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
2,Aug 2022,EIRA Water,EIRA Water,Norway,United States,Food and Beverages,n/a,New Investment Stra...,-,-
3,Aug 2022,AppLabs.ai,AppLabs.ai,Singapore,Middle East,Software & IT services,"Sales, Marketing & ...",New Investment Stra...,-,-
4,Aug 2022,WebEngage,WebEngage,India,India,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
5,Aug 2022,Lami Technologies,Lami Technologies,Kenya,Nigeria,Software & IT services,n/a,New Funding/Resour...,$3.70m,-
6,Aug 2022,Convertedin,Convertedin,Egypt,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
7,Aug 2022,FinAccess,FinAccess,Kenya,Uganda,Software & IT services,n/a,New Funding/Resour...,$0.50m,-
8,Aug 2022,Tizeti,Tizeti,Nigeria,Ghana,Communications,n/a,Considering Projec...,-,-
9,Aug 2022,Megashift Techno...,FaidiHR (Crew HR...,Kenya,Uganda,Software & IT services,n/a,New Funding/Resour...,-,-
10,Aug 2022,Tripesa,Tripesa,Uganda,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
11,Aug 2022,Lami,Lami,Kenya,Nigeria,Software & IT services,n/a,New Funding/Resour...,$3.70m,-
12,Aug 2022,ePac,ePac,United States,Kenya,Plastics,"Sales, Marketing & ...",Considering Projec...,-,-
13,Aug 2022,X3M Ideas,X3M Ideas,Nigeria,Kenya,Business services,n/a,New Investment Stra...,-,-
14,Jul 2022,Orange (France T...,Orange (France T...,France,Nigeria,Communications,n/a,New Investment Stra...,-,-
15,Jul 2022,Geropharm,Geropharm,Russia,Latin America & C...,Pharmaceuticals,n/a,New Investment Stra...,-,-
