ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2011,Lukoil,Lukoil Overseas,Russia,Middle East,"Coal, oil & gas",Extraction,Considering Project (...,-,-
2,Oct 2011,Isuzu Motors,Isuzu Trucks Sou...,Japan,Africa,Automotive OEM,Unspecified,New Investment Stra...,-,-
3,Oct 2011,The Energy and R...,The Energy and R...,India,Africa,Business services,Business Services,Considering Project (...,-,-
4,Oct 2011,Cummins,Cummins,United States,Africa,Engines & turbines,Unspecified,Considering Project (...,-,-
5,Oct 2011,e& (Etisalat Group),e& (Etisalat Group),UAE,Asia-Pacific,Communications,n/a,New Investment Stra...,-,-
6,Oct 2011,TydenBrooks,TydenBrooks,United States,Middle East,Metals,Unspecified,New Investment Stra...,-,-
7,Oct 2011,Punj Lloyd,Simon Carves,India,Latin America & C...,Business services,n/a,New Investment Stra...,-,-
8,Oct 2011,Kolon Corporation,Kolon Corporation,South Korea,Middle East,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
9,Sep 2011,United Spirits Lim...,United Spirits Lim...,India,Asia-Pacific,Food and Beverages,"Logistics, Distribu...",Considering Project (...,-,-
10,Sep 2011,R Enthoven and ...,Hollard Insurance,South Africa,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
11,Sep 2011,Life Insurance Co...,LIC International,India,United States,Financial services,n/a,New Investment Stra...,-,-
12,Sep 2011,Aluminum Corpor...,Aluminum Corpor...,China,Guinea,Metals,Extraction,Considering Project (...,-,-
13,Sep 2011,Tambest Glass So...,Tambest Glass So...,Finland,Asia-Pacific,Ceramics & glass,n/a,New Investment S...,-,-
14,Sep 2011,Korea Water Reso...,Korea Water Reso...,South Korea,India,Industrial equipme...,n/a,New Investment Stra...,-,-
15,Sep 2011,Mahindra Group,Mahindra Satyam...,India,South Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
