ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2019,Instadeep,Instadeep,United Kingdom,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
2,Aug 2019,Payitup,Payitup,Zimbabwe,Africa,Software & IT services,n/a,New Funding/Reso...,-,-
3,Aug 2019,Digitain,Digitain,Armenia,Latin America & C...,Software & IT services,"Sales, Marketing & ...",Considering Project (...,-,-
4,Aug 2019,TechAdvance,TechAdvance,Nigeria,Africa,Business services,n/a,New Funding/Resour...,-,-
5,Aug 2019,Aldar Properties,Aldar Properties,UAE,Saudi Arabia,Real estate,n/a,Considering Project (...,-,-
6,Aug 2019,Solarise Africa,Solarise Africa,Kenya,Africa,Renewable energy,n/a,New Funding/Resour...,-,-
7,Aug 2019,MoneyFellows,MoneyFellows,Egypt,Nigeria,Financial services,n/a,Considering Project (...,-,-
8,Aug 2019,eJobu,eJobu,Rwanda,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
9,Aug 2019,Airlift Technologies,Airlift Technologies,Pakistan,Kenya,Software & IT services,n/a,New Funding/Resour...,-,-
10,Aug 2019,ABSA,ABSA,South Africa,Kenya,Financial services,n/a,New Investment Stra...,-,-
11,Aug 2019,Teejay Lanka,Teejay Lanka,Sri Lanka,Asia-Pacific,Textiles,Manufacturing,New Investment Stra...,-,-
12,Jul 2019,Lintel,Africell,Lebanon,Zimbabwe,Communications,ICT & Internet Infra...,Considering Project (...,-,-
13,Jul 2019,Red Star Express,Red Star Express,Nigeria,Africa,Transportation & War...,n/a,Considering Project (...,-,-
14,Jul 2019,BBK Electronics,Vivo Electronics,China,Bahrain,Communications,n/a,New Investment Stra...,-,-
15,Jul 2019,Magnifique Brands,Magnifique Brands,Spain,Denmark,Food and Beverages,n/a,New Investment Stra...,-,-
