ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2010,Fiat Chrysler Aut…,Iveco SpA,Italy,Angola,Automotive OEM,n/a,New Investment Stra…,-,$60.00m
2,May 2010,GE Aerospace (G…,GE Aerospace (G…,United States,South Africa,Industrial equipment,n/a,New Overseas Suppli…,-,-
3,May 2010,Goldwind,Goldwind,China,Asia-Pacific,Engines & turbines,n/a,New Funding/Reso…,-,-
4,May 2010,Kenol-Kobil Grou…,Kenol-Kobil Grou…,Kenya,Africa,"Coal, oil & gas",n/a,New Funding/Resour…,-,-
5,May 2010,Life Healthcare,Life Healthcare,South Africa,Africa,Healthcare,Construction,New Funding/Reso…,-,-
6,May 2010,Tata Group,Tata Motors,India,South Africa,Automotive OEM,Manufacturing,Considering Project (…,-,-
7,May 2010,Bravura Solutions,Bravura Solutions,Australia,Middle East,Software & IT services,n/a,New Personnel,-,-
8,May 2010,Kamaths Ourtime…,Kamaths Ourtime…,India,Malaysia,Food and Beverages,Retail,Considering Project (…,-,-
9,May 2010,Guaranty Trust B…,Guaranty Trust B…,Nigeria,Africa,Financial services,n/a,New Investment Stra…,-,-
10,May 2010,Marriott Internati…,Marriott Internati…,United States,Middle East,Hotels & tourism,Construction,Considering Project (…,-,-
11,May 2010,Google,Google,United States,Morocco,Software & IT services,"Sales, Marketing & …",Considering Project (…,-,-
12,May 2010,Fomento de Cons…,Fomento de Cons…,Spain,Algeria,Transportation & War…,"Logistics, Distributio…",New Overseas Suppli…,-,-
13,May 2010,Kumal Internatio…,Kumal Internatio…,India,Zimbabwe,Pharmaceuticals,Manufacturing,Considering Project (…,-,-
14,May 2010,Sigma Offshore,Sigma Offshore,United Kingdom,Latin America & C…,Industrial equipment,n/a,New Funding/Resour…,-,-
15,Apr 2010,Alphatrad,Alphatrad,France,Netherlands,Business services,Business Services,Considering Project (…,-,-
