ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2011,Harmony Gold,Harmony Gold,South Africa,Asia-Pacific,Metals,Unspecified,New Investment Stra...,-,-
2,Feb 2011,Waghbakri (WB),Waghbakri (WB),India,Middle East,Food and Beverages,Unspecified,New Investment Stra...,-,-
3,Feb 2011,EHL Ingredients,EHL Ingredients,United Kingdom,India,Food and Beverages,Manufacturing,Considering Project (...,-,-
4,Feb 2011,Drake & Scull Int...,Drake & Scull Int...,UAE,Vietnam,Business services,Unspecified,New Investment Stra...,-,-
5,Feb 2011,Lexmark,Lexmark Enterpri...,United States,Middle East,Software & IT serv...,Unspecified,New Personnel,-,-
6,Feb 2011,SLB (Schlumberg...,SLB (Schlumberg...,United States,Asia-Pacific,Business services,Unspecified,New Investment Stra...,-,-
7,Feb 2011,Jubilee Holdings,Jubilee Insurance,Kenya,Africa,Financial services,Unspecified,New Investment Stra...,-,-
8,Feb 2011,Tata Group,Tata Consultancy ...,India,Latin America & C...,Software & IT serv...,Unspecified,New Investment Stra...,-,-
9,Feb 2011,Rosatom,Inter RAO Unified...,Russia,Latin America & C...,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
10,Feb 2011,RPP Infra Projects,RPP Infra Projects,India,Gabon,Unspecified,Construction,New Overseas Suppli...,-,-
11,Feb 2011,Apollo Hospitals ...,Alliance Medicorp...,India,Asia-Pacific,Healthcare,Unspecified,New Investment Stra...,-,-
12,Feb 2011,Merkle,Merkle,United States,Asia-Pacific,Business services,Unspecified,New Investment Stra...,-,-
13,Feb 2011,RocheTalk,RocheTalk,United States,Asia-Pacific,Software & IT serv...,Unspecified,New Funding/Resour...,-,-
14,Jan 2011,NMC Group,NMC Group,UAE,Asia-Pacific,Healthcare,Unspecified,New Funding/Resour...,-,$1.09bn
15,Jan 2011,China United Net...,China United Net...,China,Asia-Pacific,Communications,Unspecified,New Investment Stra...,-,-
