ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2019,Raysut Cement,Raysut Cement,Oman,India,Building materials,Manufacturing,Considering Project (...,-,$625.00m
2,Sep 2019,Bello Alimentos,Bello Alimentos,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
3,Sep 2019,Fambras,Fambras,Brazil,Saudi Arabia,Business services,n/a,New Investment Stra...,-,-
4,Sep 2019,JBS,Seara Alimentos,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
5,Sep 2019,BR Foods,BR Foods,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
6,Sep 2019,Marfrig,Marfrig,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
7,Sep 2019,Saudi Agricultural...,Minerva S/A,Saudi Arabia,Kuwait,Food and Beverages,n/a,New Investment Stra...,-,-
8,Sep 2019,KIT International,KIT International,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
9,Sep 2019,Dabchy Groupe,Dabchy Groupe,Tunisia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
10,Sep 2019,Granja Faria,Granja Faria,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
11,Sep 2019,Masterboi,Masterboi,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
12,Sep 2019,JBS,JBS,Brazil,Saudi Arabia,Food and Beverages,n/a,New Investment Stra...,-,-
13,Sep 2019,Tulip Interfaces,Tulip Interfaces,United States,Japan,Software & IT services,n/a,New Funding/Resour...,-,$39.50m
14,Sep 2019,Aavishkaar Group,Aavishkaar Group,India,Asia-Pacific,Financial services,n/a,New Funding/Resour...,-,$37.00m
15,Sep 2019,Exelus,Exelus,France,Africa,Medical devices,n/a,New Funding/Resour...,-,-
