ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2016,Rio Tinto Group,Rio Tinto Group,United Kingdom,Africa,Minerals,n/a,New Investment Stra...,-,-
2,Feb 2016,Forrest Group Int...,Enterprise Gener...,Belgium,Africa,Business services,n/a,New Investment Stra...,-,-
3,Feb 2016,Murray & Roberts,Murray & Roberts,South Africa,Africa,Business services,n/a,New Investment Stra...,-,-
4,Feb 2016,National Iranian ...,National Iranian ...,Iran,Malaysia,"Coal, oil & gas",Manufacturing,Considering Project (...,-,-
5,Feb 2016,CloudCraze,CloudCraze,United States,Middle East,Software & IT serv...,n/a,New Personnel,-,-
6,Feb 2016,Enel,Enel,Italy,Latin America & C...,"Coal, oil & gas",n/a,New Investment Stra...,-,-
7,Feb 2016,Rolls-Royce Holdi...,Rolls-Royce Powe...,United Kingdom,Africa,"Coal, oil & gas",Electricity,New Investment Stra...,-,-
8,Feb 2016,Tata Group,Tata Motors,India,Asia-Pacific,Automotive OEM,n/a,New Investment Stra...,-,-
9,Feb 2016,Hinduja Group,Ashok Leyland,India,Africa,Automotive OEM,Manufacturing,Considering Project (...,-,$14.77m
10,Feb 2016,dopay,dopay,United Kingdom,Middle East,Software & IT serv...,n/a,New Funding/Resour...,-,-
11,Jan 2016,Powerhive,Powerhive,United States,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,$20.00m
12,Jan 2016,Innscor Africa,Innscor Africa,Zimbabwe,Africa,Consumer electron...,n/a,New Investment Stra...,-,-
13,Jan 2016,Silvertree Interne...,Silvertree Interne...,South Africa,Nigeria,Financial services,n/a,New Investment Stra...,-,-
14,Jan 2016,Arab Contractors,Arab Contractors,Egypt,Kenya,Business services,n/a,New Investment Stra...,-,-
15,Jan 2016,Lemon Way,Lemon Way,France,Africa,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
