ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2013,Cresta Marakanelo,Cresta Marakanelo,Botswana,Africa,Hotels & tourism,Construction,Considering Project (...,-,-
2,Apr 2013,Flexiant,Flexiant,United Kingdom,North America,Software & IT serv...,Unspecified,New Funding/Resour...,-,-
3,Apr 2013,ACPI Investment ...,ACPI Investment ...,United Kingdom,Africa,Financial services,Business Services,New Investment Stra...,-,-
4,Apr 2013,Allegro Developm...,Allegro Developm...,United States,Asia-Pacific,Software & IT services,n/a,New Personnel,-,-
5,Apr 2013,Wah Seong,Wah Seong,Malaysia,Latin America & C...,Renewable energy,Electricity,Considering Project (...,-,-
6,Mar 2013,Russian Technolo...,Russian Helicopte...,Russia,Latin America & C...,Aerospace,Maintenance & Se...,Considering Project (...,-,-
7,Mar 2013,Frutarom Industri...,Frutarom Industri...,Israel,Latin America & C...,Chemicals,Unspecified,New Investment Stra...,-,-
8,Mar 2013,Virgin Group,Virgin Active,United Kingdom,Africa,Leisure & entertai...,Construction,Considering Project (...,-,-
9,Mar 2013,Gems Education,Gems Education,UAE,Asia-Pacific,Business services,Education & Traini...,Considering Projec...,-,-
10,Mar 2013,BlackRock,BlackRock,United States,Middle East,Financial services,n/a,New Personnel,-,-
11,Mar 2013,Tata Group,Tata Group,India,Africa,Automotive compo...,Construction,Considering Project (...,-,$1.70bn
12,Mar 2013,Jindal Organisatio...,Jindal Steel & Po...,India,Africa,"Coal, oil & gas",Electricity,Considering Project (...,-,-
13,Mar 2013,Coupa Software,Coupa Software,United States,Latin America & C...,Software & IT serv...,"Sales, Marketing & ...",Considering Projec...,-,-
14,Mar 2013,Magrabi Retail,Magrabi Optical,Egypt,Middle East,Consumer products,Retail,Considering Project (...,-,-
15,Mar 2013,Lonrho,Fastjet,United Kingdom,Africa,Transportation & ...,n/a,New Funding/Resour...,-,$15.68m
