ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2020,Solarise Africa,Solarise Africa,Kenya,Africa,Renewable energy,n/a,New Funding/Resour...,$10.00m,-
2,Sep 2020,Pcysys,Pcysys,Israel,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
3,Sep 2020,Unitedlex,Unitedlex,United States,Latin America & C...,Business services,Business Services,New Investment Stra...,-,-
4,Sep 2020,Milvik (Bima),Milvik (Bima),United Kingdom,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$29.85m,-
5,Sep 2020,Mercuryo,Mercuryo,Estonia,Latin America & C...,Financial services,n/a,New Funding/Resour...,$2.95m,-
6,Sep 2020,Aeris Cleantec,Aeris Cleantec,Switzerland,Australia,Consumer electronics,n/a,New Funding/Reso...,$3.30m,-
7,Sep 2020,Thunes,Thunes,Singapore,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$60.00m,-
8,Sep 2020,CorporateStack S...,CorporateStack S...,UAE,South Africa,Software & IT services,n/a,New Investment Stra...,-,-
9,Aug 2020,WorkPay,WorkPay,Kenya,Africa,Business services,n/a,New Funding/Resour...,$2.10m,-
10,Aug 2020,Sofwave Medical,Sofwave Medical,United States,Asia-Pacific,Medical devices,n/a,New Investment Stra...,-,-
11,Aug 2020,Afridom,Afridom,Germany,Africa,Financial services,n/a,New Investment Stra...,-,-
12,Aug 2020,Global NeoNat,Global NeoNat,Switzerland,Africa,Medical devices,n/a,New Investment Stra...,-,-
13,Aug 2020,Project Circleg,Project Circleg,Switzerland,Africa,Medical devices,n/a,New Investment Stra...,-,-
14,Aug 2020,Cassiopee,Cassiopee,Switzerland,Africa,Software & IT services,n/a,New Investment Stra...,-,-
15,Aug 2020,Risklick,Risklick,Switzerland,Africa,Software & IT services,n/a,New Investment Stra...,-,-
